"Id","pathString","Year","Months","Country","Country_code","State","State_code","Locality","Locality_code","Site","Site_code","Strata","Strata_code","Sampling.Date","Observers","Picture.number","Replicate","Labelscopy","Si.Strata","BioR","Latitude","Bioregion","Ocean","Zone","scientificName","occurrence","AphiaID","Match.type","LSID","ScientificName.1","Authority","AphiaID_accepted","ScientificName_accepted","Authority_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies"
"Ve-Fa-Mor-Me-L4","Ve/Fa/Mor/Me/L4",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Mero","Me","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Damico",NA,4,"Ve-Fa-Mor-Me-L4","Me-Lowtide",66,10.81982,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Me-L5","Ve/Fa/Mor/Me/L5",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Mero","Me","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Damico",NA,5,"Ve-Fa-Mor-Me-L5","Me-Lowtide",66,10.81982,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Me-L8","Ve/Fa/Mor/Me/L8",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Mero","Me","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Damico",NA,8,"Ve-Fa-Mor-Me-L8","Me-Lowtide",66,10.81982,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Me-L10","Ve/Fa/Mor/Me/L10",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Mero","Me","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Damico",NA,10,"Ve-Fa-Mor-Me-L10","Me-Lowtide",66,10.81982,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L1","Ve/Fa/Mor/Boc/L1",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3469",1,"Ve-Fa-Mor-Boc-L1","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L3","Ve/Fa/Mor/Boc/L3",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3478",3,"Ve-Fa-Mor-Boc-L3","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L4","Ve/Fa/Mor/Boc/L4",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3485",4,"Ve-Fa-Mor-Boc-L4","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L5","Ve/Fa/Mor/Boc/L5",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3489",5,"Ve-Fa-Mor-Boc-L5","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L6","Ve/Fa/Mor/Boc/L6",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3492",6,"Ve-Fa-Mor-Boc-L6","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L7","Ve/Fa/Mor/Boc/L7",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3494",7,"Ve-Fa-Mor-Boc-L7","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L8","Ve/Fa/Mor/Boc/L8",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3495",8,"Ve-Fa-Mor-Boc-L8","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L9","Ve/Fa/Mor/Boc/L9",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3496",9,"Ve-Fa-Mor-Boc-L9","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Mor-Boc-L10","Ve/Fa/Mor/Boc/L10",2010,8,"Venezuela","Ve","Falcon","Fa","Morrocoy","Mor","Boca Seca","Boc","Lowtide","L","08/05/14","C_Herrera/N_Fernandez/A_Hernandez/A_Damico","IMG_3503",10,"Ve-Fa-Mor-Boc-L10","Boc-Lowtide",66,10.83507,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sjo-Far-L1","Ve/Fa/Sjo/Far/L1",2010,8,"Venezuela","Ve","Falcon","Fa","San Jose","Sjo","Faro","Far","Lowtide","L","08/12/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3735",1,"Ve-Fa-Sjo-Far-L1","Far-Lowtide",66,11.44292,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sjo-Far-L4","Ve/Fa/Sjo/Far/L4",2010,8,"Venezuela","Ve","Falcon","Fa","San Jose","Sjo","Faro","Far","Lowtide","L","08/12/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3754",4,"Ve-Fa-Sjo-Far-L4","Far-Lowtide",66,11.44292,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sjo-Far-L6","Ve/Fa/Sjo/Far/L6",2010,8,"Venezuela","Ve","Falcon","Fa","San Jose","Sjo","Faro","Far","Lowtide","L","08/12/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3805",6,"Ve-Fa-Sjo-Far-L6","Far-Lowtide",66,11.44292,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sjo-Far-L8","Ve/Fa/Sjo/Far/L8",2010,8,"Venezuela","Ve","Falcon","Fa","San Jose","Sjo","Faro","Far","Lowtide","L","08/12/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3813",8,"Ve-Fa-Sjo-Far-L8","Far-Lowtide",66,11.44292,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sjo-Far-L10","Ve/Fa/Sjo/Far/L10",2010,8,"Venezuela","Ve","Falcon","Fa","San Jose","Sjo","Faro","Far","Lowtide","L","08/12/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3815",10,"Ve-Fa-Sjo-Far-L10","Far-Lowtide",66,11.44292,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-L3","Ve/Car/Pat/Ga€/L3",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Lowtide","L","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3868",3,"Ve-Car-Pat-Ga€-L3","Ga€-Lowtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-L10","Ve/Car/Pat/Ga€/L10",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Lowtide","L","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3888",10,"Ve-Car-Pat-Ga€-L10","Ga€-Lowtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M1","Ve/Car/Pat/Ga€/M1",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3889",1,"Ve-Car-Pat-Ga€-M1","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M2","Ve/Car/Pat/Ga€/M2",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3890",2,"Ve-Car-Pat-Ga€-M2","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M3","Ve/Car/Pat/Ga€/M3",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3891",3,"Ve-Car-Pat-Ga€-M3","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M4","Ve/Car/Pat/Ga€/M4",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3892",4,"Ve-Car-Pat-Ga€-M4","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M5","Ve/Car/Pat/Ga€/M5",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3900",5,"Ve-Car-Pat-Ga€-M5","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M6","Ve/Car/Pat/Ga€/M6",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3901",6,"Ve-Car-Pat-Ga€-M6","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M8","Ve/Car/Pat/Ga€/M8",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3903",8,"Ve-Car-Pat-Ga€-M8","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Ga€-M9","Ve/Car/Pat/Ga€/M9",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Gañango","Ga€","Midtide","M","08/14/14","A_Hernandez/A_Bueno/N_Fernandez","IMG_3904",9,"Ve-Car-Pat-Ga€-M9","Ga€-Midtide",66,10.46445,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Bo-L2","Ve/Car/Pat/Bo/L2",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3993",2,"Ve-Car-Pat-Bo-L2","Bo-Lowtide",66,10.45703,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Bo-L4","Ve/Car/Pat/Bo/L4",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3995",4,"Ve-Car-Pat-Bo-L4","Bo-Lowtide",66,10.45703,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Bo-L6","Ve/Car/Pat/Bo/L6",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3997",6,"Ve-Car-Pat-Bo-L6","Bo-Lowtide",66,10.45703,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Bo-L9","Ve/Car/Pat/Bo/L9",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4000",9,"Ve-Car-Pat-Bo-L9","Bo-Lowtide",66,10.45703,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Bo-L10","Ve/Car/Pat/Bo/L10",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Bocaina","Bo","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4004",10,"Ve-Car-Pat-Bo-L10","Bo-Lowtide",66,10.45703,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-L1","Ve/Car/Pat/Est/L1",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4012",1,"Ve-Car-Pat-Est-L1","Est-Lowtide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-L4","Ve/Car/Pat/Est/L4",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4015",4,"Ve-Car-Pat-Est-L4","Est-Lowtide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-L5","Ve/Car/Pat/Est/L5",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4016",5,"Ve-Car-Pat-Est-L5","Est-Lowtide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-L7","Ve/Car/Pat/Est/L7",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4018",7,"Ve-Car-Pat-Est-L7","Est-Lowtide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-L8","Ve/Car/Pat/Est/L8",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4020",8,"Ve-Car-Pat-Est-L8","Est-Lowtide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-L9","Ve/Car/Pat/Est/L9",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Lowtide","L","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4021",9,"Ve-Car-Pat-Est-L9","Est-Lowtide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Car-Pat-Est-H7","Ve/Car/Pat/Est/H7",2010,8,"Venezuela","Ve","Carabobo","Car","Patanemo","Pat","Este","Est","Hightide","H","08/16/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_4029",7,"Ve-Car-Pat-Est-H7","Est-Hightide",66,10.45495,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sju-Nt-L2","Ve/Fa/Sju/Nt/L2",2010,8,"Venezuela","Ve","Falcon","Fa","San Juan","Sju","VeNorte","Nt","Lowtide","L","08/15/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3958",2,"Ve-Fa-Sju-Nt-L2","Nt-Lowtide",66,11.18969,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
"Ve-Fa-Sju-Nt-L4","Ve/Fa/Sju/Nt/L4",2010,8,"Venezuela","Ve","Falcon","Fa","San Juan","Sju","VeNorte","Nt","Lowtide","L","08/15/14","C_Herrera/N_Fernandez/A_Hernandez/A_Bueno","IMG_3962",4,"Ve-Fa-Sju-Nt-L4","Nt-Lowtide",66,11.18969,"South_caribbean","Atlantic","Tropics","Echinometra lucunter",1,213380,"exact","urn:lsid:marinespecies.org:taxname:213380","Echinometra lucunter","(Linnaeus, 1758)",213380,"Echinometra lucunter","(Linnaeus, 1758)","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","","lucunter",NA
